Strain Name	Virus Species	Virus Genus	Virus Family	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type	Complete Sequence	class_human_host	class_pathogenic	class_intersect
SARS-CoV-2/human/USAWA-UW418/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293183	29871	03/26/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW447/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293210	29871	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW438/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293202	29874	03/30/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW372/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263452	29833	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW445/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293208	29884	03/30/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW323/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263403	29878	03/20/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW401/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293166	29865	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW340/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263420	29839	03/20/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USACT-UW412/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293177	29882	03/28/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW265/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259257	29868	03/16/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW229/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246486	29867	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW305/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263388	29740	03/23/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/CHN/Wuhan_IME-WH01/2019	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT291826	29807	12/30/2019	Human	Homo sapiens	China	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/CHN/Wuhan_IME-WH05/2019	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT291830	29807	12/30/2019	Human	Homo sapiens	China	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/CHN/Wuhan_IME-WH04/2019	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT291829	29774	12/30/2019	Human	Homo sapiens	China	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/CHN/Wuhan_IME-WH02/2019	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT291827	29858	12/30/2019	Human	Homo sapiens	China	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/CHN/Wuhan_IME-WH03/2019	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT291828	29858	12/30/2019	Human	Homo sapiens	China	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW435/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293199	29671	03/30/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW195/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246452	29888	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW284/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259274	29779	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW215/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246472	29810	03/12/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW244/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259236	29883	03/16/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW453/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293216	29859	03/28/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW466/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293225	29865	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW274/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259266	29776	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW375/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263455	29705	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW298/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263381	29910	03/23/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW364/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263444	29857	03/20/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW204/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246461	29877	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW253/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259245	29826	03/15/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW219/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246476	29863	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW198/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246455	29857	03/12/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW325/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263405	29834	03/21/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW255/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259247	29646	03/16/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW290/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259280	29642	03/15/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USACT-UW420/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293185	29640	03/28/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAUNKNOWN-UW398/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293163	29596	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW429/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293194	29653	03/30/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW414/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293179	29877	03/26/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW207/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246464	29818	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW360/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263440	29863	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW231/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246488	29842	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0024/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322412	29859	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA2/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT152824	29878	02/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW235/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT251978	29905	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW276/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259268	29759	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW228/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246485	29775	03/15/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW384/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263463	29868	03/23/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW232/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246489	29864	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW361/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263441	29793	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW390/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263469	29857	03/23/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW236/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT251972	29861	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW279/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259271	29864	03/15/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW393/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293158	29748	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW378/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263457	29801	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW217/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246474	29884	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW379/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263458	29881	03/23/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW419/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293184	29756	03/26/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW376/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263456	29775	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW225/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246482	29844	03/15/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW394/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293159	29890	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW338/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263418	29876	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW448/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293211	29864	03/26/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW355/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263435	29882	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW434/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293198	29881	03/30/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW436/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293200	29852	03/30/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW374/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263454	29837	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/MI-SC2-0003/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT308694	29757	03/11/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0010/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322403	29851	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW202/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246459	29909	03/12/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW218/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246475	29877	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW314/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263395	29904	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW277/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259269	29894	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW297/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259287	29688	03/15/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW261/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259253	29813	03/16/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW341/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263421	29900	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW245/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259237	29864	03/16/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW363/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263443	29869	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW391/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293156	29844	03/30/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW395/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293160	29864	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0021/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322411	29866	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW199/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246456	29846	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW239/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT251975	29875	03/14/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW373/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263453	29777	03/24/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/ISR/ISR_IT0320/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT276598	29870	03/2020	Human	Homo sapiens	Israel	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/PER/Peru-10/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT263074	29856	03/10/2020	Human	Homo sapiens	Peru	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/CZB-RR057-007/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT258379	29892	03/18/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0042/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322420	29864	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/MI-SC2-0002/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT308693	29788	03/10/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW213/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT246470	29860	03/13/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/MI-SC2-0005/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT308696	29767	03/09/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/MI-SC2-0007/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT308698	29783	03/12/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/CZB-RR057-006/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT258378	29892	03/18/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USAWA-UW402/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT293167	29796	03/29/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/CZB-RR057-011/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT258380	29890	03/18/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/CZB-RR057-013/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT258381	29899	03/18/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0040/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322419	29899	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0036/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322416	29867	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0039/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322418	29896	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/CZB-RR057-015/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT258383	29887	03/18/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0007/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322400	29887	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0031/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322413	29897	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/WA-UW288/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT259278	29897	03/15/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0033/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322414	29901	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0038/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322417	29901	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0046/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322424	29903	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0008/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322401	29900	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0009/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322402	29898	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
SARS-CoV-2/human/USA/VA-DCLS-0012/2020	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MT322405	29902	03/2020	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
